"","Estacao","Data","value"
"1678","RD067",2021 dez,274
"1679","RD067",2022 jan,83
"1680","RD067",2022 fev,465
"1681","RD067",2022 mar,48.2
"1682","RD067",2022 abr,87.5
"1683","RD067",2022 mai,17.8
"1684","RD067",2022 jun,9.19
"1685","RD071",2008 out,32.2
"1686","RD071",2009 jan,70.3
"1687","RD071",2009 abr,165
"1688","RD071",2009 jul,13.8
"1689","RD071",2009 out,41.8
"1690","RD071",2010 jan,35.2
"1691","RD071",2010 abr,28.3
"1692","RD071",2010 jul,4.75
"1693","RD071",2010 out,11.6
"1694","RD071",2011 jan,116
"1695","RD071",2011 abr,219
"1696","RD071",2011 jul,5.7
"1697","RD071",2011 out,3.28
"1698","RD071",2012 jan,68.2
"1699","RD071",2012 abr,82.9
"1700","RD071",2012 jul,9.1
"1701","RD071",2012 out,9.5
"1702","RD071",2013 jan,72.9
"1703","RD071",2013 abr,744
"1704","RD071",2013 jul,5.23
"1705","RD071",2013 out,41.7
"1706","RD071",2014 jan,29.5
"1707","RD071",2014 abr,6.87
"1708","RD071",2014 jul,2.73
"1709","RD071",2014 out,4.21
"1710","RD071",2015 jan,3.56
"1711","RD071",2015 abr,15.8
"1712","RD071",2015 jul,1.85
"1713","RD071",2015 out,1.8
"1714","RD071",2016 jan,3365
"1715","RD071",2016 abr,135
"1716","RD071",2016 jul,41.7
"1717","RD071",2016 set,145
"1718","RD071",2016 out,93.7
"1719","RD071",2016 nov,58.7
"1720","RD071",2016 dez,5228
"1721","RD071",2017 jan,161
"1722","RD071",2017 fev,53.2
"1723","RD071",2017 jul,16.5
"1724","RD071",2017 ago,15.2
"1725","RD071",2017 set,6.04
"1726","RD071",2017 out,18.6
"1727","RD071",2017 nov,586
"1728","RD071",2017 dez,608
"1729","RD071",2018 jan,136
"1730","RD071",2018 fev,521
"1731","RD071",2018 mar,118
"1732","RD071",2018 abr,66.8
"1733","RD071",2018 mai,18.3
"1734","RD071",2018 jun,9.12
"1735","RD071",2018 jul,7.86
"1736","RD071",2018 ago,18.4
"1737","RD071",2018 set,7.54
"1738","RD071",2018 out,10
"1739","RD071",2018 nov,47.3
"1740","RD071",2018 dez,45.4
"1741","RD071",2019 jan,24.4
"1742","RD071",2019 fev,24.7
"1743","RD071",2019 mar,73.4
"1744","RD071",2019 abr,30.4
"1745","RD071",2019 mai,48.5
"1746","RD071",2019 jun,6.84
"1747","RD071",2019 jul,4.78
"1748","RD071",2019 ago,3.84
"1749","RD071",2019 set,5.02
"1750","RD071",2019 out,5.17
"1751","RD071",2019 nov,14.7
"1752","RD071",2019 dez,61.5
"1753","RD071",2020 jan,98.1
"1754","RD071",2020 fev,172
"1755","RD071",2020 mar,540
"1756","RD071",2020 mai,10.6
"1757","RD071",2020 jun,7.95
"1758","RD071",2020 jul,9.58
"1759","RD071",2020 ago,7.02
"1760","RD071",2020 set,6.54
"1761","RD071",2020 out,4.82
"1762","RD071",2020 nov,23.3
"1763","RD071",2020 dez,140
"1764","RD071",2021 jan,111
"1765","RD071",2021 fev,448
"1766","RD071",2021 mar,58.5
"1767","RD071",2021 abr,21.4
"1768","RD071",2021 mai,5.26
"1769","RD071",2021 jun,17.5
"1770","RD071",2021 jul,3.83
"1771","RD071",2021 ago,7.87
"1772","RD071",2021 set,5.38
"1773","RD071",2021 out,40.8
"1774","RD071",2021 nov,43.1
"1775","RD071",2021 dez,84.1
"1776","RD071",2022 jan,141
"1777","RD071",2022 fev,321
"1778","RD071",2022 mar,56.8
"1779","RD071",2022 abr,29.9
"1780","RD071",2022 mai,27.8
"1781","RD071",2022 jun,9.05
"1782","RD072",2008 out,28.7
"1783","RD072",2009 jan,96.5
"1784","RD072",2009 abr,296
"1785","RD072",2009 jul,24.1
"1786","RD072",2009 out,79.6
"1787","RD072",2010 jan,53.3
"1788","RD072",2010 abr,36.7
"1789","RD072",2010 jul,5.9
"1790","RD072",2010 out,13.5
"1791","RD072",2011 jan,289
"1792","RD072",2011 abr,484
"1793","RD072",2011 jul,9.1
"1794","RD072",2011 out,4.12
"1795","RD072",2012 jan,74.5
"1796","RD072",2012 abr,60.6
"1797","RD072",2012 jul,8.74
"1798","RD072",2012 out,10.6
"1799","RD072",2013 jan,41.7
"1800","RD072",2013 abr,604
"1801","RD072",2013 jun,17.7
"1802","RD072",2013 jul,7.56
"1803","RD072",2013 ago,4.64
"1804","RD072",2013 set,16
"1805","RD072",2013 out,24.8
"1806","RD072",2013 nov,5.68
"1807","RD072",2013 dez,182
"1808","RD072",2014 jan,18.7
"1809","RD072",2014 fev,3.07
"1810","RD072",2014 mar,10.2
"1811","RD072",2014 abr,6.57
"1812","RD072",2014 mai,2.47
"1813","RD072",2014 jun,3.69
"1814","RD072",2014 jul,2.1
"1815","RD072",2014 ago,1.87
"1816","RD072",2014 set,2.58
"1817","RD072",2014 out,1.99
"1818","RD072",2014 nov,12.5
"1819","RD072",2014 dez,43.9
"1820","RD072",2015 jan,22
"1821","RD072",2015 fev,8.72
"1822","RD072",2015 mar,20.5
"1823","RD072",2015 abr,24.4
"1824","RD072",2015 mai,3.63
"1825","RD072",2015 jun,3.5
"1826","RD072",2015 jul,0.5
"1827","RD072",2015 ago,1.64
"1828","RD072",2015 set,9.79
"1829","RD072",2015 out,2.49
"1830","RD072",2015 dez,17949
"1831","RD072",2016 jan,5880
"1832","RD072",2016 mar,915
"1833","RD072",2016 abr,108
"1834","RD072",2016 mai,77
"1835","RD072",2016 jun,74.2
"1836","RD072",2016 jul,69
"1837","RD072",2016 ago,65.1
"1838","RD072",2016 set,64.7
"1839","RD072",2016 out,50.3
"1840","RD072",2016 nov,83.6
"1841","RD072",2016 dez,732
"1842","RD072",2017 jan,84.8
"1843","RD072",2017 fev,35.1
"1844","RD072",2017 jul,10.2
"1845","RD072",2017 ago,11.9
"1846","RD072",2017 set,6.63
"1847","RD072",2017 out,14.7
"1848","RD072",2017 nov,186
"1849","RD072",2017 dez,1094
"1850","RD072",2018 jan,109
"1851","RD072",2018 fev,235
"1852","RD072",2018 mar,178
"1853","RD072",2018 abr,98.4
"1854","RD072",2018 mai,14.1
"1855","RD072",2018 jun,8.87
"1856","RD072",2018 jul,6.24
"1857","RD072",2018 ago,317
"1858","RD072",2018 set,11.7
"1859","RD072",2018 out,7.94
"1860","RD072",2018 nov,35.7
"1861","RD072",2018 dez,285
"1862","RD072",2019 jan,21.7
"1863","RD072",2019 fev,34.8
"1864","RD072",2019 mar,170
"1865","RD072",2019 abr,72.4
"1866","RD072",2019 mai,21.4
"1867","RD072",2019 jun,7.14
"1868","RD072",2019 jul,3.94
"1869","RD072",2019 ago,4.31
"1870","RD072",2019 set,4.43
"1871","RD072",2019 out,4.47
"1872","RD072",2019 nov,19
"1873","RD072",2019 dez,370
"1874","RD072",2020 jan,131
"1875","RD072",2020 fev,236
"1876","RD072",2020 mar,536
"1877","RD072",2020 mai,12.1
"1878","RD072",2020 jun,16.2
"1879","RD072",2020 jul,11.5
"1880","RD072",2020 ago,8.05
"1881","RD072",2020 set,5.61
"1882","RD072",2020 out,4
"1883","RD072",2020 nov,29.4
"1884","RD072",2020 dez,91.4
"1885","RD072",2021 jan,216
"1886","RD072",2021 fev,340
"1887","RD072",2021 mar,255
"1888","RD072",2021 abr,40.6
"1889","RD072",2021 mai,8.41
"1890","RD072",2021 jun,8.83
"1891","RD072",2021 jul,3.76
"1892","RD072",2021 ago,5.66
"1893","RD072",2021 set,6.71
"1894","RD072",2021 out,87.8
"1895","RD072",2021 nov,355
"1896","RD072",2021 dez,241
"1897","RD072",2022 jan,153
"1898","RD072",2022 fev,743
"1899","RD072",2022 mar,66.3
"1900","RD072",2022 abr,122
"1901","RD072",2022 mai,48.3
"1902","RD072",2022 jun,9.98
"1903","RD083",2008 jul,19.8
"1904","RD083",2008 out,22.4
"1905","RD083",2009 jan,537
"1906","RD083",2009 abr,99.8
"1907","RD083",2009 jul,17.1
"1908","RD083",2009 out,31.4
"1909","RD083",2010 jan,31.2
"1910","RD083",2010 abr,30.3
"1911","RD083",2010 jul,8.32
"1912","RD083",2010 out,16.8
"1913","RD083",2011 jan,49.4
"1914","RD083",2011 abr,72
"1915","RD083",2011 jul,13.3
"1916","RD083",2011 out,6.42
"1917","RD083",2012 jan,55.1
"1918","RD083",2012 abr,41.3
"1919","RD083",2012 jul,9.94
"1920","RD083",2012 out,38.6
"1921","RD083",2013 jan,181
"1922","RD083",2013 abr,63.5
"1923","RD083",2013 jun,25.7
"1924","RD083",2013 jul,10.5
"1925","RD083",2013 ago,9.13
"1926","RD083",2013 set,11
"1927","RD083",2013 out,30.5
"1928","RD083",2013 nov,33.1
"1929","RD083",2013 dez,47.3
"1930","RD083",2014 jan,23.5
"1931","RD083",2014 fev,38
"1932","RD083",2014 mar,39.3
"1933","RD083",2014 abr,50
"1934","RD083",2014 mai,7.65
"1935","RD083",2014 jun,7.48
"1936","RD083",2014 jul,3.48
"1937","RD083",2014 ago,3.58
"1938","RD083",2014 set,3.75
"1939","RD083",2014 out,5.63
"1940","RD083",2014 nov,168
"1941","RD083",2014 dez,68.2
"1942","RD083",2015 jan,8.59
"1943","RD083",2015 fev,20.5
"1944","RD083",2015 mar,33.4
"1945","RD083",2015 abr,22.2
"1946","RD083",2015 mai,8.39
"1947","RD083",2015 jun,6.48
"1948","RD083",2015 jul,5.73
"1949","RD083",2015 ago,3.94
"1950","RD083",2015 set,8.17
"1951","RD083",2015 out,2.78
"1952","RD083",2015 dez,4724
"1953","RD083",2016 jan,3017
"1954","RD083",2016 mar,198
"1955","RD083",2016 abr,64.9
"1956","RD083",2016 mai,65.3
"1957","RD083",2016 jun,62.3
"1958","RD083",2016 jul,46.7
"1959","RD083",2016 ago,72.9
"1960","RD083",2016 set,137
"1961","RD083",2016 out,45.9
"1962","RD083",2016 nov,40.5
"1963","RD083",2016 dez,349
"1964","RD083",2017 jan,315
"1965","RD083",2017 fev,47.5
"1966","RD083",2017 jul,11.6
"1967","RD083",2017 ago,31.6
"1968","RD083",2017 set,19
"1969","RD083",2017 out,6.2
"1970","RD083",2017 nov,47.6
"1971","RD083",2017 dez,2524
"1972","RD083",2018 jan,39.6
"1973","RD083",2018 fev,612
"1974","RD083",2018 mar,300
"1975","RD083",2018 abr,44.3
"1976","RD083",2018 mai,16.1
"1977","RD083",2018 jun,17.4
"1978","RD083",2018 jul,9.47
"1979","RD083",2018 ago,14.4
"1980","RD083",2018 set,24.3
"1981","RD083",2018 out,19.7
"1982","RD083",2018 nov,37.9
"1983","RD083",2018 dez,160
"1984","RD083",2019 jan,18.7
"1985","RD083",2019 fev,41.5
"1986","RD083",2019 mar,91.7
"1987","RD083",2019 abr,48.4
"1988","RD083",2019 mai,19.4
"1989","RD083",2019 jun,15.4
"1990","RD083",2019 jul,8.57
"1991","RD083",2019 ago,4.95
"1992","RD083",2019 set,16.4
"1993","RD083",2019 out,8.03
"1994","RD083",2019 nov,19.3
"1995","RD083",2019 dez,150
"1996","RD083",2020 jan,273
"1997","RD083",2020 fev,94.8
"1998","RD083",2020 mar,217
"1999","RD083",2020 mai,22.9
"2000","RD083",2020 jun,30.1
"2001","RD083",2020 jul,8.78
"2002","RD083",2020 ago,13.3
"2003","RD083",2020 set,7.53
"2004","RD083",2020 out,23.8
"2005","RD083",2020 nov,34.8
"2006","RD083",2020 dez,315
"2007","RD083",2021 jan,40.8
"2008","RD083",2021 fev,241
"2009","RD083",2021 mar,70.9
"2010","RD083",2021 abr,24.5
"2011","RD083",2021 mai,18.7
"2012","RD083",2021 jun,14.8
"2013","RD083",2021 jul,13.5
"2014","RD083",2021 ago,7.84
"2015","RD083",2021 set,9.72
"2016","RD083",2021 out,63.5
"2017","RD083",2021 nov,78.4
"2018","RD083",2021 dez,130
"2019","RD083",2022 jan,132
"2020","RD083",2022 fev,385
"2021","RD083",2022 mar,202
"2022","RD083",2022 abr,44.7
"2023","RD083",2022 mai,48.5
"2024","RD083",2022 jun,29
