"","Estacao","Data_de_Amostragem","Ano","Turbidez","Data"
"1056","RD067",2016-12-08,2016,319,2016 dez
"1057","RD071",2012-01-17,2012,68.2,2012 jan
"1058","RD071",2012-04-03,2012,82.9,2012 abr
"1059","RD071",2012-07-03,2012,9.1,2012 jul
"1060","RD071",2012-10-02,2012,9.5,2012 out
"1061","RD071",2013-01-15,2013,72.9,2013 jan
"1062","RD071",2013-04-09,2013,744,2013 abr
"1063","RD071",2013-07-09,2013,5.23,2013 jul
"1064","RD071",2013-10-01,2013,41.7,2013 out
"1065","RD071",2014-01-14,2014,29.5,2014 jan
"1066","RD071",2014-04-01,2014,6.87,2014 abr
"1067","RD071",2014-07-08,2014,2.73,2014 jul
"1068","RD071",2014-10-01,2014,4.21,2014 out
"1069","RD071",2015-01-13,2015,3.56,2015 jan
"1070","RD071",2015-04-07,2015,15.8,2015 abr
"1071","RD071",2015-07-07,2015,1.85,2015 jul
"1072","RD071",2015-10-06,2015,1.8,2015 out
"1073","RD071",2016-01-12,2016,3365,2016 jan
"1074","RD071",2016-04-05,2016,135,2016 abr
"1075","RD071",2016-06-20,2016,NA,2016 jun
"1076","RD071",2016-07-05,2016,41.7,2016 jul
"1077","RD071",2016-09-30,2016,145,2016 set
"1078","RD071",2016-10-18,2016,93.7,2016 out
"1079","RD071",2016-11-07,2016,58.7,2016 nov
"1080","RD071",2016-12-05,2016,5228,2016 dez
"1081","RD072",2012-01-18,2012,74.5,2012 jan
"1082","RD072",2012-04-04,2012,60.6,2012 abr
"1083","RD072",2012-07-04,2012,8.74,2012 jul
"1084","RD072",2012-10-03,2012,10.6,2012 out
"1085","RD072",2013-01-16,2013,41.7,2013 jan
"1086","RD072",2013-04-10,2013,604,2013 abr
"1087","RD072",2013-06-18,2013,17.7,2013 jun
"1088","RD072",2013-07-10,2013,7.56,2013 jul
"1089","RD072",2013-08-27,2013,4.64,2013 ago
"1090","RD072",2013-09-17,2013,16,2013 set
"1091","RD072",2013-10-02,2013,24.8,2013 out
"1092","RD072",2013-11-11,2013,5.68,2013 nov
"1093","RD072",2013-12-02,2013,182,2013 dez
"1094","RD072",2014-01-15,2014,18.7,2014 jan
"1095","RD072",2014-02-25,2014,3.07,2014 fev
"1096","RD072",2014-03-25,2014,10.2,2014 mar
"1097","RD072",2014-04-02,2014,6.57,2014 abr
"1098","RD072",2014-05-20,2014,2.47,2014 mai
"1099","RD072",2014-06-09,2014,3.69,2014 jun
"1100","RD072",2014-07-09,2014,2.1,2014 jul
"1101","RD072",2014-08-25,2014,1.87,2014 ago
"1102","RD072",2014-09-22,2014,2.58,2014 set
"1103","RD072",2014-10-01,2014,1.99,2014 out
"1104","RD072",2014-11-17,2014,12.5,2014 nov
"1105","RD072",2014-12-08,2014,43.9,2014 dez
"1106","RD072",2015-01-14,2015,22,2015 jan
"1107","RD072",2015-02-23,2015,8.72,2015 fev
"1108","RD072",2015-03-23,2015,20.5,2015 mar
"1109","RD072",2015-04-08,2015,24.4,2015 abr
"1110","RD072",2015-05-25,2015,3.63,2015 mai
"1111","RD072",2015-06-22,2015,3.5,2015 jun
"1112","RD072",2015-07-08,2015,0.5,2015 jul
"1113","RD072",2015-08-24,2015,1.64,2015 ago
"1114","RD072",2015-09-21,2015,9.79,2015 set
"1115","RD072",2015-10-07,2015,2.49,2015 out
"1116","RD072",2015-12-08,2015,17949,2015 dez
"1117","RD072",2016-01-13,2016,5880,2016 jan
"1118","RD072",2016-03-15,2016,915,2016 mar
"1119","RD072",2016-04-06,2016,108,2016 abr
"1120","RD072",2016-05-23,2016,77,2016 mai
"1121","RD072",2016-06-20,2016,74.2,2016 jun
"1122","RD072",2016-07-06,2016,69,2016 jul
"1123","RD072",2016-08-15,2016,65.1,2016 ago
"1124","RD072",2016-09-30,2016,64.7,2016 set
"1125","RD072",2016-10-19,2016,50.3,2016 out
"1126","RD072",2016-11-07,2016,83.6,2016 nov
"1127","RD072",2016-12-05,2016,732,2016 dez
"1128","RD083",2012-01-26,2012,55.1,2012 jan
"1129","RD083",2012-04-12,2012,41.3,2012 abr
"1130","RD083",2012-07-12,2012,9.94,2012 jul
"1131","RD083",2012-10-10,2012,38.6,2012 out
"1132","RD083",2013-01-23,2013,181,2013 jan
"1133","RD083",2013-04-18,2013,63.5,2013 abr
"1134","RD083",2013-06-19,2013,25.7,2013 jun
"1135","RD083",2013-07-18,2013,10.5,2013 jul
"1136","RD083",2013-08-28,2013,9.13,2013 ago
"1137","RD083",2013-09-18,2013,11,2013 set
"1138","RD083",2013-10-10,2013,30.5,2013 out
"1139","RD083",2013-11-13,2013,33.1,2013 nov
"1140","RD083",2013-12-04,2013,47.3,2013 dez
"1141","RD083",2014-01-23,2014,23.5,2014 jan
"1142","RD083",2014-02-26,2014,38,2014 fev
"1143","RD083",2014-03-26,2014,39.3,2014 mar
"1144","RD083",2014-04-09,2014,50,2014 abr
"1145","RD083",2014-05-21,2014,7.65,2014 mai
"1146","RD083",2014-06-11,2014,7.48,2014 jun
"1147","RD083",2014-07-16,2014,3.48,2014 jul
"1148","RD083",2014-08-27,2014,3.58,2014 ago
"1149","RD083",2014-09-24,2014,3.75,2014 set
"1150","RD083",2014-10-08,2014,5.63,2014 out
"1151","RD083",2014-11-19,2014,168,2014 nov
"1152","RD083",2014-12-10,2014,68.2,2014 dez
"1153","RD083",2015-01-21,2015,8.59,2015 jan
"1154","RD083",2015-02-25,2015,20.5,2015 fev
"1155","RD083",2015-03-25,2015,33.4,2015 mar
"1156","RD083",2015-04-15,2015,22.2,2015 abr
"1157","RD083",2015-05-27,2015,8.39,2015 mai
"1158","RD083",2015-06-24,2015,6.48,2015 jun
"1159","RD083",2015-07-15,2015,5.73,2015 jul
"1160","RD083",2015-08-26,2015,3.94,2015 ago
"1161","RD083",2015-09-23,2015,8.17,2015 set
"1162","RD083",2015-10-14,2015,2.78,2015 out
"1163","RD083",2015-12-08,2015,4724,2015 dez
"1164","RD083",2016-01-20,2016,3017,2016 jan
"1165","RD083",2016-03-16,2016,198,2016 mar
"1166","RD083",2016-04-13,2016,64.9,2016 abr
"1167","RD083",2016-05-25,2016,65.3,2016 mai
"1168","RD083",2016-06-22,2016,62.3,2016 jun
"1169","RD083",2016-07-13,2016,46.7,2016 jul
"1170","RD083",2016-08-17,2016,72.9,2016 ago
"1171","RD083",2016-09-30,2016,137,2016 set
"1172","RD083",2016-10-26,2016,45.9,2016 out
"1173","RD083",2016-11-09,2016,40.5,2016 nov
"1174","RD083",2016-12-07,2016,349,2016 dez
"1175","RD011",2017-01-10,2017,874,2017 jan
"1176","RD011",2017-02-20,2017,123,2017 fev
"1177","RD011",2017-07-18,2017,40.9,2017 jul
"1178","RD011",2017-07-20,2017,NA,2017 jul
"1179","RD011",2017-08-07,2017,49.3,2017 ago
"1180","RD011",2017-09-11,2017,12.2,2017 set
"1181","RD011",2017-10-03,2017,34.8,2017 out
"1182","RD011",2017-11-06,2017,960,2017 nov
"1183","RD011",2017-12-04,2017,1462,2017 dez
"1184","RD019",2017-01-11,2017,99,2017 jan
"1185","RD019",2017-02-21,2017,64.9,2017 fev
"1186","RD019",2017-07-19,2017,44.6,2017 jul
"1187","RD019",2017-08-08,2017,31,2017 ago
"1188","RD019",2017-09-12,2017,226,2017 set
"1189","RD019",2017-10-04,2017,25.2,2017 out
"1190","RD019",2017-11-07,2017,95.2,2017 nov
"1191","RD019",2017-12-05,2017,1114,2017 dez
"1192","RD023",2017-01-13,2017,231,2017 jan
"1193","RD023",2017-02-21,2017,93.1,2017 fev
"1194","RD023",2017-07-21,2017,77.5,2017 jul
"1195","RD023",2017-08-08,2017,56.6,2017 ago
"1196","RD023",2017-09-12,2017,476,2017 set
"1197","RD023",2017-10-06,2017,46.7,2017 out
"1198","RD023",2017-11-07,2017,69.4,2017 nov
"1199","RD023",2017-12-06,2017,4489,2017 dez
"1200","RD033",2017-01-18,2017,421,2017 jan
"1201","RD033",2017-02-22,2017,113,2017 fev
"1202","RD033",2017-07-17,2017,52.8,2017 jul
"1203","RD033",2017-08-08,2017,28,2017 ago
"1204","RD033",2017-09-12,2017,57.5,2017 set
"1205","RD033",2017-10-11,2017,10.5,2017 out
"1206","RD033",2017-11-07,2017,54.8,2017 nov
"1207","RD033",2017-12-06,2017,2398,2017 dez
"1208","RD035",2017-01-13,2017,68.3,2017 jan
"1209","RD035",2017-02-21,2017,270,2017 fev
"1210","RD035",2017-07-21,2017,52.1,2017 jul
"1211","RD035",2017-08-08,2017,34.7,2017 ago
"1212","RD035",2017-09-12,2017,135,2017 set
"1213","RD035",2017-10-06,2017,42.8,2017 out
"1214","RD035",2017-11-07,2017,56.2,2017 nov
"1215","RD035",2017-12-06,2017,3062,2017 dez
"1216","RD044",2017-01-18,2017,156,2017 jan
"1217","RD044",2017-02-22,2017,81.6,2017 fev
"1218","RD044",2017-07-17,2017,7.34,2017 jul
"1219","RD044",2017-08-09,2017,15.4,2017 ago
"1220","RD044",2017-09-13,2017,7.02,2017 set
"1221","RD044",2017-10-11,2017,4.6,2017 out
"1222","RD044",2017-11-08,2017,73.1,2017 nov
"1223","RD044",2017-12-06,2017,3849,2017 dez
"1224","RD045",2017-01-18,2017,222,2017 jan
"1225","RD045",2017-02-22,2017,39.9,2017 fev
"1226","RD045",2017-07-17,2017,4.62,2017 jul
"1227","RD045",2017-08-09,2017,9.05,2017 ago
"1228","RD045",2017-09-13,2017,6.16,2017 set
"1229","RD045",2017-10-11,2017,6.94,2017 out
"1230","RD045",2017-11-08,2017,79.9,2017 nov
"1231","RD045",2017-12-06,2017,1449,2017 dez
"1232","RD053",2017-01-23,2017,85.3,2017 jan
"1233","RD053",2017-02-23,2017,42.8,2017 fev
"1234","RD053",2017-07-20,2017,4,2017 jul
"1235","RD053",2017-08-09,2017,5.36,2017 ago
"1236","RD053",2017-09-13,2017,4.78,2017 set
"1237","RD053",2017-10-16,2017,7.92,2017 out
"1238","RD053",2017-11-08,2017,141,2017 nov
"1239","RD053",2017-12-07,2017,2401,2017 dez
"1240","RD058",2017-01-23,2017,97.6,2017 jan
"1241","RD058",2017-02-23,2017,101,2017 fev
"1242","RD058",2017-07-20,2017,5.59,2017 jul
"1243","RD058",2017-08-10,2017,6.44,2017 ago
"1244","RD058",2017-09-14,2017,4.21,2017 set
"1245","RD058",2017-10-16,2017,2.99,2017 out
"1246","RD058",2017-11-09,2017,108,2017 nov
"1247","RD058",2017-12-07,2017,1025,2017 dez
"1248","RD059",2017-01-20,2017,163,2017 jan
"1249","RD059",2017-02-23,2017,103,2017 fev
"1250","RD059",2017-07-19,2017,15.4,2017 jul
"1251","RD059",2017-08-10,2017,6.6,2017 ago
"1252","RD059",2017-09-14,2017,5.27,2017 set
"1253","RD059",2017-10-12,2017,4.11,2017 out
"1254","RD059",2017-11-09,2017,90.3,2017 nov
"1255","RD059",2017-12-07,2017,725,2017 dez
"1256","RD067",2017-01-20,2017,153,2017 jan
"1257","RD067",2017-02-23,2017,67.6,2017 fev
"1258","RD067",2017-07-19,2017,7.54,2017 jul
"1259","RD067",2017-08-10,2017,19.8,2017 ago
"1260","RD067",2017-09-14,2017,7.32,2017 set
"1261","RD067",2017-10-12,2017,5.43,2017 out
"1262","RD067",2017-11-09,2017,32.9,2017 nov
"1263","RD067",2017-12-07,2017,426,2017 dez
"1264","RD071",2017-01-10,2017,161,2017 jan
"1265","RD071",2017-02-20,2017,53.2,2017 fev
"1266","RD071",2017-07-18,2017,16.5,2017 jul
"1267","RD071",2017-08-07,2017,15.2,2017 ago
"1268","RD071",2017-09-11,2017,6.04,2017 set
"1269","RD071",2017-10-03,2017,18.6,2017 out
"1270","RD071",2017-11-06,2017,586,2017 nov
"1271","RD071",2017-12-04,2017,608,2017 dez
"1272","RD072",2017-01-11,2017,84.8,2017 jan
"1273","RD072",2017-02-21,2017,35.1,2017 fev
"1274","RD072",2017-07-19,2017,10.2,2017 jul
"1275","RD072",2017-08-07,2017,11.9,2017 ago
"1276","RD072",2017-09-12,2017,6.63,2017 set
"1277","RD072",2017-10-04,2017,14.7,2017 out
"1278","RD072",2017-11-07,2017,186,2017 nov
"1279","RD072",2017-12-05,2017,1094,2017 dez
"1280","RD083",2017-01-18,2017,315,2017 jan
"1281","RD083",2017-02-22,2017,47.5,2017 fev
"1282","RD083",2017-07-17,2017,11.6,2017 jul
"1283","RD083",2017-08-09,2017,31.6,2017 ago
"1284","RD083",2017-09-13,2017,19,2017 set
"1285","RD083",2017-10-11,2017,6.2,2017 out
"1286","RD083",2017-11-08,2017,47.6,2017 nov
"1287","RD083",2017-12-06,2017,2524,2017 dez
"1288","RD011",2018-01-09,2018,229,2018 jan
"1289","RD011",2018-02-05,2018,732,2018 fev
"1290","RD011",2018-03-05,2018,250,2018 mar
"1291","RD019",2018-01-10,2018,154,2018 jan
"1292","RD019",2018-02-06,2018,663,2018 fev
"1293","RD019",2018-03-06,2018,197,2018 mar
"1294","RD023",2018-01-12,2018,124,2018 jan
"1295","RD023",2018-03-06,2018,250,2018 mar
"1296","RD033",2018-01-17,2018,80.7,2018 jan
"1297","RD033",2018-02-06,2018,240,2018 fev
"1298","RD033",2018-03-07,2018,230,2018 mar
"1299","RD035",2018-01-12,2018,145,2018 jan
"1300","RD035",2018-02-06,2018,337,2018 fev
"1301","RD035",2018-03-06,2018,254,2018 mar
"1302","RD044",2018-01-17,2018,35.3,2018 jan
"1303","RD044",2018-02-07,2018,694,2018 fev
"1304","RD044",2018-03-07,2018,235,2018 mar
"1305","RD045",2018-01-17,2018,41.6,2018 jan
"1306","RD045",2018-02-07,2018,674,2018 fev
"1307","RD045",2018-03-07,2018,230,2018 mar
"1308","RD053",2018-01-22,2018,27.5,2018 jan
"1309","RD053",2018-02-07,2018,364,2018 fev
"1310","RD053",2018-03-07,2018,190,2018 mar
"1311","RD058",2018-01-22,2018,24.8,2018 jan
"1312","RD058",2018-02-08,2018,919,2018 fev
"1313","RD058",2018-03-08,2018,194,2018 mar
"1314","RD059",2018-01-19,2018,36.3,2018 jan
"1315","RD059",2018-02-08,2018,626,2018 fev
"1316","RD059",2018-03-08,2018,185,2018 mar
"1317","RD067",2018-01-19,2018,61.4,2018 jan
"1318","RD067",2018-02-08,2018,591,2018 fev
"1319","RD067",2018-03-08,2018,155,2018 mar
"1320","RD071",2018-01-09,2018,136,2018 jan
"1321","RD071",2018-02-05,2018,521,2018 fev
"1322","RD071",2018-03-05,2018,118,2018 mar
"1323","RD072",2018-01-10,2018,109,2018 jan
"1324","RD072",2018-02-05,2018,235,2018 fev
"1325","RD072",2018-03-06,2018,178,2018 mar
"1326","RD083",2018-01-17,2018,39.6,2018 jan
"1327","RD083",2018-02-07,2018,612,2018 fev
"1328","RD083",2018-03-07,2018,300,2018 mar
"1329","RD011",2018-04-10,2018,122,2018 abr
"1330","RD011",2018-05-07,2018,17,2018 mai
"1331","RD011",2018-06-04,2018,11.7,2018 jun
"1332","RD019",2018-04-11,2018,184,2018 abr
"1333","RD019",2018-05-08,2018,22.7,2018 mai
"1334","RD019",2018-06-05,2018,11.2,2018 jun
"1335","RD023",2018-04-13,2018,211,2018 abr
"1336","RD023",2018-05-08,2018,43.3,2018 mai
"1337","RD023",2018-06-05,2018,15.8,2018 jun
"1338","RD033",2018-04-18,2018,95,2018 abr
"1339","RD033",2018-05-09,2018,39.1,2018 mai
"1340","RD033",2018-06-06,2018,20.7,2018 jun
"1341","RD035",2018-04-13,2018,105,2018 abr
"1342","RD035",2018-05-08,2018,41.8,2018 mai
"1343","RD035",2018-06-05,2018,20,2018 jun
"1344","RD044",2018-04-18,2018,59.6,2018 abr
"1345","RD044",2018-05-09,2018,13.1,2018 mai
"1346","RD044",2018-06-06,2018,12.4,2018 jun
"1347","RD045",2018-04-18,2018,73.4,2018 abr
"1348","RD045",2018-05-09,2018,13.2,2018 mai
"1349","RD045",2018-06-06,2018,10.7,2018 jun
"1350","RD053",2018-04-20,2018,56,2018 abr
"1351","RD053",2018-05-10,2018,19.3,2018 mai
"1352","RD053",2018-06-07,2018,9.87,2018 jun
"1353","RD058",2018-04-22,2018,48.8,2018 abr
"1354","RD058",2018-05-10,2018,26.8,2018 mai
"1355","RD058",2018-06-07,2018,11.8,2018 jun
"1356","RD059",2018-04-22,2018,41.4,2018 abr
"1357","RD059",2018-05-10,2018,19.6,2018 mai
"1358","RD059",2018-06-07,2018,9.57,2018 jun
"1359","RD067",2018-04-22,2018,53.4,2018 abr
"1360","RD067",2018-05-10,2018,16.5,2018 mai
"1361","RD067",2018-06-07,2018,7.57,2018 jun
"1362","RD071",2018-04-10,2018,66.8,2018 abr
"1363","RD071",2018-05-07,2018,18.3,2018 mai
"1364","RD071",2018-06-04,2018,9.12,2018 jun
"1365","RD072",2018-04-11,2018,98.4,2018 abr
"1366","RD072",2018-05-08,2018,14.1,2018 mai
"1367","RD072",2018-06-05,2018,8.87,2018 jun
"1368","RD083",2018-04-18,2018,44.3,2018 abr
"1369","RD083",2018-05-09,2018,16.1,2018 mai
"1370","RD083",2018-06-06,2018,17.4,2018 jun
"1371","RD011",2018-07-24,2018,9.12,2018 jul
"1372","RD011",2018-08-06,2018,28.1,2018 ago
"1373","RD011",2018-09-10,2018,5.97,2018 set
"1374","RD019",2018-07-25,2018,10.8,2018 jul
"1375","RD019",2018-08-07,2018,94.2,2018 ago
"1376","RD019",2018-09-11,2018,9.47,2018 set
"1377","RD023",2018-07-27,2018,13.7,2018 jul
"1378","RD023",2018-08-07,2018,47.2,2018 ago
"1379","RD023",2018-09-11,2018,27.2,2018 set
"1380","RD033",2018-07-25,2018,18.3,2018 jul
"1381","RD033",2018-08-08,2018,52.3,2018 ago
"1382","RD033",2018-09-11,2018,16.3,2018 set
"1383","RD035",2018-07-27,2018,66.9,2018 jul
"1384","RD035",2018-08-07,2018,48.4,2018 ago
"1385","RD035",2018-09-11,2018,14.7,2018 set
"1386","RD044",2018-07-25,2018,6.9,2018 jul
"1387","RD044",2018-08-08,2018,8.44,2018 ago
"1388","RD044",2018-09-12,2018,10.2,2018 set
"1389","RD045",2018-07-25,2018,4.7,2018 jul
"1390","RD045",2018-08-08,2018,9.57,2018 ago
"1391","RD045",2018-09-12,2018,19.3,2018 set
"1392","RD053",2018-07-30,2018,4.7,2018 jul
"1393","RD053",2018-08-09,2018,7.94,2018 ago
"1394","RD053",2018-09-12,2018,4.87,2018 set
"1395","RD058",2018-07-30,2018,5.44,2018 jul
"1396","RD058",2018-08-09,2018,8.37,2018 ago
"1397","RD058",2018-09-13,2018,5.27,2018 set
"1398","RD059",2018-07-27,2018,5.17,2018 jul
"1399","RD059",2018-08-09,2018,8.07,2018 ago
"1400","RD059",2018-09-13,2018,4.97,2018 set
"1401","RD067",2018-07-27,2018,6.53,2018 jul
"1402","RD067",2018-08-09,2018,4.1,2018 ago
"1403","RD067",2018-09-13,2018,5.84,2018 set
"1404","RD071",2018-07-24,2018,7.86,2018 jul
"1405","RD071",2018-08-06,2018,18.4,2018 ago
"1406","RD071",2018-09-10,2018,7.54,2018 set
"1407","RD072",2018-07-25,2018,6.24,2018 jul
"1408","RD072",2018-08-07,2018,317,2018 ago
"1409","RD072",2018-09-10,2018,11.7,2018 set
"1410","RD083",2018-07-25,2018,9.47,2018 jul
"1411","RD083",2018-08-08,2018,14.4,2018 ago
"1412","RD083",2018-09-12,2018,24.3,2018 set
"1413","RD011",2018-10-09,2018,7.2,2018 out
"1414","RD011",2018-11-05,2018,84.4,2018 nov
"1415","RD011",2018-12-10,2018,51.7,2018 dez
"1416","RD019",2018-10-10,2018,12.3,2018 out
"1417","RD019",2018-11-06,2018,63.4,2018 nov
"1418","RD019",2018-12-11,2018,224,2018 dez
"1419","RD023",2018-10-12,2018,7.14,2018 out
"1420","RD023",2018-11-06,2018,57.4,2018 nov
"1421","RD023",2018-12-11,2018,194,2018 dez
"1422","RD033",2018-10-17,2018,102,2018 out
"1423","RD033",2018-11-06,2018,57.1,2018 nov
"1424","RD033",2018-12-11,2018,175,2018 dez
"1425","RD035",2018-10-12,2018,15.6,2018 out
"1426","RD035",2018-11-06,2018,57.8,2018 nov
"1427","RD035",2018-12-11,2018,163,2018 dez
"1428","RD044",2018-10-17,2018,9.47,2018 out
"1429","RD044",2018-11-07,2018,39.7,2018 nov
"1430","RD044",2018-12-12,2018,147,2018 dez
"1431","RD045",2018-10-17,2018,11.5,2018 out
"1432","RD045",2018-11-07,2018,31.7,2018 nov
"1433","RD045",2018-12-12,2018,164,2018 dez
"1434","RD053",2018-10-24,2018,21.1,2018 out
"1435","RD053",2018-11-07,2018,38.1,2018 nov
"1436","RD053",2018-12-13,2018,130,2018 dez
"1437","RD058",2018-10-24,2018,17.7,2018 out
"1438","RD058",2018-11-08,2018,43.4,2018 nov
"1439","RD058",2018-12-13,2018,147,2018 dez
"1440","RD059",2018-10-19,2018,8.57,2018 out
"1441","RD059",2018-11-08,2018,47.8,2018 nov
"1442","RD059",2018-12-13,2018,112,2018 dez
"1443","RD067",2018-10-19,2018,8.18,2018 out
"1444","RD067",2018-11-08,2018,41.5,2018 nov
"1445","RD067",2018-12-13,2018,102,2018 dez
"1446","RD071",2018-10-09,2018,10,2018 out
"1447","RD071",2018-11-05,2018,47.3,2018 nov
"1448","RD071",2018-12-10,2018,45.4,2018 dez
"1449","RD072",2018-10-10,2018,7.94,2018 out
"1450","RD072",2018-11-05,2018,35.7,2018 nov
"1451","RD072",2018-12-10,2018,285,2018 dez
"1452","RD083",2018-10-17,2018,19.7,2018 out
"1453","RD083",2018-11-07,2018,37.9,2018 nov
"1454","RD083",2018-12-12,2018,160,2018 dez
"1455","RD011",2019-01-15,2019,19.4,2019 jan
"1456","RD011",2019-02-25,2019,34.1,2019 fev
"1457","RD011",2019-03-25,2019,117,2019 mar
"1458","RD019",2019-01-16,2019,27.1,2019 jan
"1459","RD019",2019-02-26,2019,37.4,2019 fev
"1460","RD019",2019-03-26,2019,167,2019 mar
"1461","RD023",2019-01-18,2019,46.7,2019 jan
"1462","RD023",2019-02-26,2019,47.4,2019 fev
"1463","RD023",2019-03-26,2019,127,2019 mar
"1464","RD033",2019-01-23,2019,24.7,2019 jan
"1465","RD033",2019-02-27,2019,48.7,2019 fev
"1466","RD033",2019-03-26,2019,120,2019 mar
"1467","RD035",2019-01-18,2019,45.7,2019 jan
"1468","RD035",2019-02-26,2019,55.7,2019 fev
"1469","RD035",2019-03-26,2019,104,2019 mar
"1470","RD044",2019-01-23,2019,15.4,2019 jan
"1471","RD044",2019-02-27,2019,53.7,2019 fev
"1472","RD044",2019-03-27,2019,94.1,2019 mar
"1473","RD045",2019-01-23,2019,14.3,2019 jan
"1474","RD045",2019-02-27,2019,44.4,2019 fev
"1475","RD045",2019-03-27,2019,104,2019 mar
"1476","RD053",2019-01-28,2019,12.1,2019 jan
"1477","RD053",2019-02-28,2019,164,2019 fev
"1478","RD053",2019-03-27,2019,117,2019 mar
"1479","RD058",2019-01-28,2019,9.74,2019 jan
"1480","RD058",2019-02-28,2019,91.2,2019 fev
"1481","RD058",2019-03-28,2019,95.7,2019 mar
"1482","RD059",2019-01-25,2019,9.88,2019 jan
"1483","RD059",2019-02-28,2019,47.4,2019 fev
"1484","RD059",2019-03-28,2019,114,2019 mar
"1485","RD067",2019-01-25,2019,11.8,2019 jan
"1486","RD067",2019-02-28,2019,54.8,2019 fev
"1487","RD067",2019-03-28,2019,104,2019 mar
"1488","RD071",2019-01-15,2019,24.4,2019 jan
"1489","RD071",2019-02-25,2019,24.7,2019 fev
"1490","RD071",2019-03-25,2019,73.4,2019 mar
"1491","RD072",2019-01-16,2019,21.7,2019 jan
"1492","RD072",2019-02-26,2019,34.8,2019 fev
"1493","RD072",2019-03-25,2019,170,2019 mar
"1494","RD083",2019-01-23,2019,18.7,2019 jan
"1495","RD083",2019-02-27,2019,41.5,2019 fev
"1496","RD083",2019-03-27,2019,91.7,2019 mar
"1497","RD011",2019-04-02,2019,118,2019 abr
"1498","RD011",2019-05-08,2019,79.4,2019 mai
"1499","RD011",2019-06-03,2019,12.1,2019 jun
"1500","RD019",2019-04-03,2019,37.7,2019 abr
"1501","RD019",2019-05-07,2019,19.4,2019 mai
"1502","RD019",2019-06-04,2019,12.5,2019 jun
"1503","RD023",2019-04-05,2019,37.4,2019 abr
"1504","RD023",2019-05-07,2019,25.5,2019 mai
"1505","RD033",2019-04-10,2019,77.4,2019 abr
"1506","RD033",2019-05-07,2019,37.4,2019 mai
"1507","RD033",2019-06-04,2019,14.4,2019 jun
"1508","RD035",2019-04-05,2019,37.1,2019 abr
"1509","RD035",2019-05-07,2019,34.1,2019 mai
"1510","RD035",2019-06-04,2019,13.1,2019 jun
"1511","RD044",2019-04-10,2019,35.9,2019 abr
"1512","RD044",2019-05-09,2019,14.7,2019 mai
"1513","RD044",2019-06-05,2019,7.74,2019 jun
"1514","RD045",2019-04-10,2019,34.7,2019 abr
"1515","RD045",2019-05-09,2019,13.7,2019 mai
"1516","RD045",2019-06-05,2019,7.07,2019 jun
"1517","RD053",2019-04-15,2019,40.7,2019 abr
"1518","RD053",2019-05-09,2019,12.1,2019 mai
"1519","RD053",2019-06-05,2019,6.17,2019 jun
"1520","RD058",2019-04-15,2019,40.1,2019 abr
"1521","RD058",2019-05-10,2019,9.47,2019 mai
"1522","RD058",2019-06-06,2019,5.53,2019 jun
"1523","RD059",2019-04-12,2019,84.1,2019 abr
"1524","RD059",2019-05-10,2019,10.8,2019 mai
"1525","RD059",2019-06-06,2019,5.74,2019 jun
"1526","RD067",2019-04-12,2019,20.4,2019 abr
"1527","RD067",2019-05-10,2019,7.46,2019 mai
"1528","RD067",2019-06-06,2019,5.49,2019 jun
"1529","RD071",2019-04-02,2019,30.4,2019 abr
"1530","RD071",2019-05-08,2019,48.5,2019 mai
"1531","RD071",2019-06-03,2019,6.84,2019 jun
"1532","RD072",2019-04-03,2019,72.4,2019 abr
"1533","RD072",2019-05-08,2019,21.4,2019 mai
"1534","RD072",2019-06-03,2019,7.14,2019 jun
"1535","RD083",2019-04-10,2019,48.4,2019 abr
"1536","RD083",2019-05-09,2019,19.4,2019 mai
"1537","RD083",2019-06-05,2019,15.4,2019 jun
"1538","RD011",2019-07-09,2019,6.84,2019 jul
"1539","RD011",2019-08-05,2019,4.1,2019 ago
"1540","RD011",2019-09-02,2019,4.41,2019 set
"1541","RD019",2019-07-10,2019,6.7,2019 jul
"1542","RD019",2019-08-06,2019,7.03,2019 ago
"1543","RD019",2019-09-03,2019,9.03,2019 set
"1544","RD023",2019-07-12,2019,9.3,2019 jul
"1545","RD023",2019-08-06,2019,8.07,2019 ago
"1546","RD023",2019-09-03,2019,9.3,2019 set
"1547","RD033",2019-07-10,2019,10.7,2019 jul
"1548","RD033",2019-08-06,2019,9.16,2019 ago
"1549","RD033",2019-09-04,2019,10.7,2019 set
"1550","RD035",2019-07-12,2019,9.47,2019 jul
"1551","RD035",2019-08-06,2019,6.24,2019 ago
"1552","RD035",2019-09-03,2019,13.4,2019 set
"1553","RD044",2019-07-10,2019,8.34,2019 jul
"1554","RD044",2019-08-07,2019,4.07,2019 ago
"1555","RD044",2019-09-04,2019,7.34,2019 set
"1556","RD045",2019-07-10,2019,5.21,2019 jul
"1557","RD045",2019-08-07,2019,3.03,2019 ago
"1558","RD045",2019-09-04,2019,6.94,2019 set
"1559","RD053",2019-07-15,2019,3.87,2019 jul
"1560","RD053",2019-08-07,2019,2.14,2019 ago
"1561","RD053",2019-09-04,2019,5.7,2019 set
"1562","RD058",2019-07-15,2019,3.17,2019 jul
"1563","RD058",2019-08-08,2019,3.73,2019 ago
"1564","RD058",2019-09-05,2019,4.45,2019 set
"1565","RD059",2019-07-12,2019,6.26,2019 jul
"1566","RD059",2019-08-08,2019,4.07,2019 ago
